qseqid	pident	min_pident	K	P	C	O	F	G	S
MF776843.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776850.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776858.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776846.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
EF380299.1	93.689	93.689	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776844.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776860.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776853.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776855.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776862.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776842.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776851.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776869.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776865.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776856.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776848.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776875.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
MF776859.1	94.66	94.66	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
EF380292.1	97.596	97.596	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Cerorhinca	Cerorhinca monocerata
EF380289.1	97.596	97.596	Eukaryota	Chordata	Aves	Charadriiformes	Alcidae	Fratercula	Fratercula corniculata
DQ333716.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414450.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333705.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333739.2	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333729.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333704.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414467.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333719.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333744.2	99.167	99.167	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333703.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
AF507050.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333711.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414451.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333738.1	99.167	99.167	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333712.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333726.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333709.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414457.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333728.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414462.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333722.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333725.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333723.1	99.167	99.167	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333742.2	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
AY302248.1	99.145	99.145	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414458.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414460.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414449.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333707.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333733.1	99.167	99.167	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333740.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414455.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414456.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
EF414461.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
DQ333708.1	98.333	98.333	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena blanci
AP018512.1	97.778	97.778	Eukaryota	unknown	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	Durinskia baltica
MH297491.1	98.056	98.056	Eukaryota	unknown	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	Durinskia baltica
JQ782757.1	99.394	99.394	Eukaryota	Arthropoda	Insecta	Hemiptera	Lyctocoridae	Lyctocoris	Lyctocoris beneficus
DQ485858.1	98.077	98.077	Eukaryota	Chordata	Aves	Gruiformes	Rallidae	Porphyrio	Porphyrio hochstetteri
KF701062.1	98.077	98.077	Eukaryota	Chordata	Aves	Gruiformes	Rallidae	Porphyrio	Porphyrio hochstetteri
KJ913674.1	96.172	96.172	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Tachybaptus	Tachybaptus novaehollandiae
DQ674595.1	94.712	94.712	Eukaryota	Chordata	Aves	Podicipediformes	Podicipedidae	Tachybaptus	Tachybaptus novaehollandiae
LC208990.1	96.667	96.667	Eukaryota	Arthropoda	Insecta	Psocoptera	Psocidae	Trichadenotecnum	Trichadenotecnum desolatum
AJ748695.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. SP-2007a
AM180757.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. SP-2007a
AM180756.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. SP-2007a
AJ748701.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. SP-2007a
KR476898.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus sp. JAAG-2007
AM398435.2	99.545	99.545	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus sp. JAAG-2007
KR476979.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus sp. JAAG-2007
KJ128904.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus sp. JAAG-2007
EU477669.1	98.788	98.788	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus sp. 1 BM-2008
EU477670.1	99.394	99.394	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus sp. 1 BM-2008
AF266053.1	99.394	99.394	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus sp. 1 BM-2008
AF266075.1	98.788	98.788	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus sp. 1 BM-2008
MH349359.1	99.296	99.296	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Pyganodon	Pyganodon grandis
MH349356.1	99.296	99.296	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Pyganodon	Pyganodon grandis
KM434235.1	94.406	94.406	Eukaryota	Mollusca	Bivalvia	Unionida	Unionidae	Pyganodon	Pyganodon grandis
KF483316.1	97.6	97.6	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium cf. casertanum RS-2008
KF483299.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium cf. casertanum RS-2008
KY126459.1	98.387	98.387	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium cf. casertanum RS-2008
KF483293.1	97.581	97.581	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium cf. casertanum RS-2008
AY093566.1	100	100	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium edlaueri
KF483296.1	97.541	97.541	Eukaryota	Mollusca	Bivalvia	Veneroida	Sphaeriidae	Pisidium	Pisidium obtusale
X87854.1	99.528	99.528	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Cairina	Cairina moschata
EF143374.1	93.023	93.023	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Nemadactylus	Nemadactylus douglasii
EU848469.1	96.209	96.209	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Nemadactylus	Nemadactylus valenciennesi
KC984273.1	95.495	95.495	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius lucumonis
EU853297.1	98.165	98.165	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus aula
EU853298.1	97.706	97.706	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus aula
AJ247059.1	99.548	99.548	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus aula
EU853299.1	97.706	97.706	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus aula
KX781690.1	96.951	96.951	Eukaryota	Arthropoda	Insecta	Diptera	Dolichopodidae	Tachytrechus	Tachytrechus transitorius
MN256531.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus rubens
GQ469610.1	94.009	94.009	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Ompok	Ompok malabaricus
GQ469626.1	94.47	94.47	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Ompok	Ompok malabaricus
FJ465733.1	98.174	98.174	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria fluviatilis
FJ465723.1	96.347	96.347	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465747.1	97.26	97.26	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465724.1	98.174	98.174	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465738.1	98.174	98.174	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
AY098843.1	97.717	97.717	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465726.1	97.717	97.717	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
MH724847.1	98.174	98.174	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
MH724848.1	97.717	97.717	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465746.1	97.717	97.717	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465727.1	96.347	96.347	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465722.1	96.347	96.347	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465741.1	97.26	97.26	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465718.1	96.347	96.347	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
FJ465728.1	97.717	97.717	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salaria	Salaria economidisi
AP010775.1	100	100	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio
CP050804.1	96.721	96.721	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium hippocoleae
CP033904.1	98.652	98.652	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella bernardiae
CP028833.1	98.383	98.383	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella bernardiae
CP050810.1	98.656	98.656	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella bernardiae
CP029001.1	98.652	98.652	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella bernardiae
CP007003.1	98.652	98.652	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella bernardiae
CP012649.1	98.652	98.652	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella bernardiae
CP033905.1	98.652	98.652	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella bernardiae
CP029004.1	98.652	98.652	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	Trueperella bernardiae
NR_102997.1	99.187	99.187	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter marinus
NR_076134.1	99.187	99.187	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter marinus
CP001867.1	99.187	99.187	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter marinus
FO117623.1	99.187	99.187	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter marinus
CP012938.1	100	100	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
CP041395.1	100	100	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
LT622246.1	100	100	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
CP046397.1	99.167	99.167	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens
KJ489417.1	96.117	96.117	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus calyciflorus
GQ225721.1	95.733	95.733	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidithiomicrobium	Acidithiomicrobium sp. P1
NR_076648.1	93.617	93.617	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidithiomicrobium	Acidithiomicrobium sp. P2
GQ225720.1	95.733	95.733	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidithiomicrobium	Acidithiomicrobium sp. P2
CP001631.1	93.883	93.883	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidithiomicrobium	Acidithiomicrobium sp. P2
LC097788.1	95.413	95.413	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Cottus	Cottus sp. 'Nippenose Valley'
LC097790.1	95.872	95.872	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Cottus	Cottus sp. 'Nippenose Valley'
FN811343.1	94.47	94.47	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Ompok	Ompok bimaculatus
FJ432679.1	94.47	94.47	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Ompok	Ompok bimaculatus
AF373591.1	96.117	96.117	Eukaryota	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Leucocarbo	Leucocarbo chalconotus
KU759841.1	95.778	95.778	Eukaryota	Porifera	Demospongiae	Spongillida	Spongillidae	Eunapius	Eunapius subterraneus
LT158503.1	95.778	95.778	Eukaryota	Porifera	Demospongiae	Spongillida	Spongillidae	Eunapius	Eunapius subterraneus
AP014838.1	95.856	95.856	Eukaryota	unknown	Oomycota	Pythiales	Pythiaceae	Globisporangium	Globisporangium ultimum
JQ302310.1	100	100	Eukaryota	Porifera	Demospongiae	Spongillida	Lubomirskiidae	Lubomirskia	Lubomirskia baikalensis
LS452920.1	98.16	98.16	Eukaryota	Arthropoda	Insecta	Coleoptera	Dytiscidae	Deronectes	Deronectes opatrinus
LN995177.1	98.16	98.16	Eukaryota	Arthropoda	Insecta	Coleoptera	Dytiscidae	Deronectes	Deronectes opatrinus
HE613727.1	97.561	97.561	Eukaryota	Arthropoda	Insecta	Coleoptera	Dytiscidae	Deronectes	Deronectes opatrinus
CP034550.1	99.728	99.728	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix espanaensis
AY749764.1	100	100	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Callibaetis	Callibaetis ferrugineus
DQ184699.1	97.436	97.436	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Bonartemis	Bonartemis histrio
DQ459271.1	97.436	97.436	Eukaryota	Mollusca	Bivalvia	Veneroida	Veneridae	Bonartemis	Bonartemis histrio
AY523645.1	99.167	99.167	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Megalurothrips	Megalurothrips sp. 1 YF-2010
AY523653.1	99.167	99.167	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Megalurothrips	Megalurothrips sp. 1 YF-2010
AY523652.1	97.521	97.521	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Megalurothrips	Megalurothrips sp. 1 YF-2010
AY523647.1	98.347	98.347	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Megalurothrips	Megalurothrips sp. 1 YF-2010
HM590420.1	100	100	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora andina
HM590419.1	100	100	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora ipomoeae
HM594510.1	93.252	93.252	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Parudenus	Parudenus falklandicus
MH171969.1	100	100	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Micropathus	Micropathus tasmaniensis
HM594502.1	93.252	93.252	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Macropathus	Macropathus filifer
AJ971775.1	96.732	96.732	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Baetidae	Baetis	Baetis harrisoni
JX068845.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus meridionalis
JX068846.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus meridionalis
HQ230380.1	99.383	99.383	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	Boletina	Boletina griphoides
HQ230378.1	98.765	98.765	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	Boletina	Boletina griphoides
HQ230381.1	98.765	98.765	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	Boletina	Boletina griphoides
HQ230370.1	99.383	99.383	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	Boletina	Boletina gripha
KF528921.1	100	100	Eukaryota	Arthropoda	Insecta	Coleoptera	Cerambycidae	Monochamus	Monochamus titillator
EF056677.1	98.113	98.113	Eukaryota	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hovahydrus	Hovahydrus sp. BI-2011
HQ381501.1	94.34	94.34	Eukaryota	Arthropoda	Insecta	Coleoptera	Dytiscidae	Hovahydrus	Hovahydrus sp. BI-2011
MF101410.1	96.774	96.774	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Chondria	Chondria dangeardii
MF101413.1	95.699	95.699	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Chondria	Chondria dangeardii
MF101408.1	96.505	96.505	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Heterosiphonia	Heterosiphonia crispella
NC_040986.1	96.19	96.19	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Mergus	Mergus squamatus
CP023682.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP023677.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP003709.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP021053.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
AF088897.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP002850.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
AE008692.2	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP023715.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP001722.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP035712.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP035711.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
NR_076177.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP035713.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP003715.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP006818.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
CP046535.1	94.92	94.92	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
AF117351.1	96.505	96.505	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas starnbergensis
JX068843.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus meridionalis
JX068848.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus meridionalis
JX068841.1	100	100	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus meridionalis
KP170503.1	94.215	94.215	Eukaryota	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium herbaceum
MG800783.1	94.215	94.215	Eukaryota	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium herbaceum
LT629775.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora purpeofusca
CP045803.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridodiastaticus
CP025551.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridodiastaticus
CP023688.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridodiastaticus
JF424176.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus albus
JF424175.1	100	100	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus carbonis
MK273326.1	100	100	Eukaryota	Arthropoda	Chilopoda	Scolopendromorpha	Scolopendridae	Digitipes	Digitipes sp. 2 JJ-2011
GQ894748.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. 'Almenara'
AM292538.1	100	100	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. 'Almenara'
LT158504.1	97.579	97.579	Eukaryota	Porifera	Demospongiae	Spongillida	Spongillidae	Ephydatia	Ephydatia fluviatilis
EU237481.1	97.337	97.337	Eukaryota	Porifera	Demospongiae	Spongillida	Spongillidae	Ephydatia	Ephydatia fluviatilis
KX595334.1	97.758	97.758	Eukaryota	Chordata	Actinopteri	Cichliformes	Cichlidae	Cynotilapia	Cynotilapia afra
AB466325.1	97.619	97.619	Eukaryota	Bryozoa	Gymnolaemata	Ctenostomatida	Paludicellidae	Paludicella	Paludicella sp. AW-2011
